"","Authors","Year","Title","Objectives","Journal","URL"
"162","Tollanes et al",2018,"Disease burden in Norway in 2016","To describe the disease burden in Norway in 2016, its development over the last ten years and sex differences in the disease burden","Journal of the Norwegian Medical Association","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=30277038"
"163","Torgerson et al",2008,"Alveolar echinococcosis: From a deadly disease to a well-controlled infection. Relative survival and economic analysis in Switzerland over the last 35 years","To explore the long-term prognosis of AE patients, the burden of this disease in Switzerland and the cost-effectiveness of treatment.","J Hepatol","https://pubmed-ncbi-nlm-nih-gov.eur.idm.oclc.org/18485517/"
"164","Torgerson et al",2015,"Global burden of leptospirosis: estimated in terms of disability adjusted life years","We utilised the results of a parallel publication that reported global estimates of morbidity and mortality due to leptospirosis. We estimated Years of Life Lost (YLLs) from age and gender stratified mortality rates.","Plos Negl Trop Dis","https://pubmed-ncbi-nlm-nih-gov.eur.idm.oclc.org/26431366/"
"165","Torgerson et al",2018,"zDALY: An adjusted indicator to estimate the burden of zoonotic diseases","To estimate the societal burden of zoonotic diseases that have substantial human and animal disease burden we propose methodology which can be accommodated within the DALY framework","One Health","https://pdf.sciencedirectassets.com/312984/1-s2.0-S2352771417X00037/1-s2.0-S235277141730040X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEID%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIFK4rzfTC58xZLdNyyFCcFXb85Y1OdbqgvB5gtkIsT%2BEAiEAmUOf0vOj2N6qNFWVWeGF5xtN%2FC1sd0qHSsg5XsBR5isqtAMIKRADGgwwNTkwMDM1NDY4NjUiDFoU4DCIZ3lvJ6nd8yqRA0mEBWVlzPplfyyK4Rw%2FBhB3DJQvUeWVFT6OwCbgJwHRVbP86a62MYVyy6%2FoBTO7f154qrZmcup3X5%2FqY7ADNZhgZItzR8ERjGvYm4tDT8NbnZ32pOEL3XKCYtaLS9Qw9CfyYfPOK0TLW8ki%2B4Jo%2Fby%2Big8otemTfhyGVpjikPoXQN5Q2U2eH32xFE7yeKQJC37CvM0xfS9cwK%2FGQrAGsiCVaGdMNnwlQV2lrIuPuFX%2BuMJSQPdxzB%2FVVBFxcvCOGyqlnLrGaTddRwc%2BWCyyGdCLPpaOErCYXxrbUtrvIhzsP9FiNmmuG9dHbTP3t%2Bv3lLeMv7gNeAVN1Prp7U53Qa39CsZH%2FAHSvB04GGiYSX4HJE3yszrQcvvL2Gtcx6M18wXqTeQQ%2FvwM3mE1KhyIu3WFTvszCXaumMKBbzyiXYm%2FfW8%2FlSOKoFVmcMmz8luCVd2O5ttjJXVIZjXB97aqc3QEv063Jg7CRVdagZIXNsJ1PdVr4UWQ5DdzONTAIGeRKci%2BtHdJy%2Bsg65u30PfmSyywMKCh7P4FOusBiEpZLYZ9UJDhq%2B5bXRqE2h%2FrukiiZP8TBPBD%2BYXiF2myUqUrltCdv73LXZj4qIj3EbHT0KjYBTHyDI%2BTauS4XTxZXA5eyGW3GaZoAbXGzkoyCkKmD8uyLZs%2B44sRoSmTjl7l8ccmQKl6SR8k2ZbmMHVoR2%2BXwIJ8JOzMTikuirYg%2By20WD47UQttk77YLX3onjpuXbYTf6A8I%2FmECLOls2RwvJwtDi5sxUkN0x2GdXj4K6pC7Gf4Hhsa7I19FVw%2FfYBp1A22TqWK7uEzwZ8scEqpgTkH0GhZqbBusXDCbsha5%2FGEd%2BoClulfPQ%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20201217T084827Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYTNMB4DGY%2F20201217%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=37b281042b057cb297bd940e6390be761c0895ee657db34d0a9da87a55dc1c97&hash=6fd28220050995d0f9388e5e4a8484f95b11d8a1d8876e0aab3e4d9b96a858c3&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S235277141730040X&tid=spdf-5c646a93-f6fd-42f0-834b-bef2880b9aa7&sid=525f11d31b5e1642bb4911b789fd310dc780gxrqb&type=client"
"166","Torgerson et al",2015,"World Health Organization estimates of the global and regional disease burden of 11 foodborne parasitic diseases, 2010: a data synthesis","This study presents the first estimates of the global and regional human disease burden of 10 helminth diseases and toxoplasmosis that may be attributed to contaminated food.","PLoS Med","https://pubmed-ncbi-nlm-nih-gov.eur.idm.oclc.org/26633705/"
"167","Torgerson et al",2010,"The global burden of alveolar echinococcosis","The objective of this study was to provide a first estimate of the global incidence of this disease by country. The second objective was to estimate the global disease burden using age and gender stratified incidences and estimated life expectancy with the disease from previous results of survival analysis. Disability weights were suggested from previous burden studies on echinococcosis.","Plos Negl Trop Dis","https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0000722"
"168","Troeger et al",2018,"Estimates of the global, regional, and national morbidity, mortality, and aetiologies of lower respiratory infections in 195 countries, 1990–2016: a systematic analysis for the Global Burden of Disease Study 2016","This study assesses cases, deaths, and aetiologies spanning the past 26 years and shows how the burden of lower respiratory infection has changed in people of all ages.","Lancet Infect Dis","https://pubmed-ncbi-nlm-nih-gov.eur.idm.oclc.org/30243584/"
"169","Tyrovolas et al",2018,"The burden of disease in Greece, health loss, risk factors, and health financing, 2000–16: an analysis of the Global Burden of Disease Study 2016","To explore temporal trends in health loss, risk factors, and health financing in Greece from 2000 to 2016, comparing with those of Cyprus and western Europe overall","Lancet Public Health","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L2001133280"
"170","Ünüvar et al",2006,"Turkey Burden of Disease Study","Primary objective of the NBD study is to identify clear and objective criteria to provide guidance for health sector reforms, policies and strategies in Turkey for the next century and this study aims to enable comprehensive data which are needed to make an in-depth evaluation of burden of disease, injuries and important risk factors; to establish a basis for evaluating the progress made in health and health systems performance; to support rational allocation of sources and to eliminate inequities in service supply.","Turkey Ministry of Health","https://sbu.saglik.gov.tr/Ekutuphane/kitaplar/200704061342050_NBDing.pdf"
"171","Urbas et al",2007,"Austrian Causes of Death Atlas 1998/2004","The assessment of the mortality situation undertaken by this atlas is intended to shed light on problem areas with a high death risk, as well as general structures relating to the geographic distribution of mortality. As an assessment it is purely descriptive. The chapter “Main results” contains references to the possible risk factors. The atlas is meant to serve as an impetus and an empirical basis for research on causes. It may be of benefi t for the development of hypotheses on the underlying causal factors and may incite specialized epidemiological studies in which these hypotheses can be tested. Finally, the atlas may contribute to an improvement in health-consciousness and serve to implement health policy strategies. In problem areas with a high risk of death, prevention and education programs could be intensifi ed, independently of whether or not the underlying causal factors have been identifi ed. For heath-planning purposes, specialist medical examination and treatment programs would need to be included in the strategies taken","Statistics Austria","https://www.statistik.at/web_en/statistics/PeopleSociety/health/causes_of_death/index.html"
"172","Valent & Zanier",2015,"A population-based study of the years of life lost in the Friuli Venezia Giulia region, Italy","To provide some basis for the preparation of the next regional prevention health plan for the years 2014-2018, we analyzed the burden of premature mortality, as the YLL due to different causes, in 2013 and the trend of premature mortality from 2000 to 2013 in Friuli Venezia Giulia region","Annali dell'Istituto Superiore di Sanità","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L616736002"
"173","van den Wijngaard et al",2015,"The burden of Lyme borreliosis expressed in disability-adjusted life years","To support prioritization of prevention and control efforts for LB, we estimated its burden expressed in Disability-Adjusted Life Years (DALYs).","Eur J Public Health","https://pubmed-ncbi-nlm-nih-gov.eur.idm.oclc.org/26082446/"
"174","van den Wijngaard et al",2012,"Comparing pandemic to seasonal influenza mortality: Moderate impact overall but high mortality in young children","We assessed the severity of the 2009 influenza pandemic by comparing pandemic mortality to seasonal influenza mortality. However, reported pandemic deaths were laboratory-confirmed - and thus an underestimation - whereas seasonal influenza mortality is often more inclusively estimated. For a valid comparison, our study used the same statistical methodology and data types to estimate pandemic and seasonal influenza mortality.","PLoS One","https://pubmed-ncbi-nlm-nih-gov.eur.idm.oclc.org/22319616/"
"175","van Lier et al",2019,"Disease burden of varicella versus other vaccinepreventable diseases before introduction of vaccination into the national immunisation programme in the Netherlands","To assess national varicella BoD and compare it to BoD of other vaccine-preventable diseases before their introduction in the NIP","Eurosurveillance","https://pubmed-ncbi-nlm-nih-gov.eur.idm.oclc.org/31064637/"
"176","van Lier et al",2016,"Disease burden of 32 infectious diseases in the Netherlands, 2007-2011","This article presents the first national disease burden estimates for a comprehensive set of 32 infectious diseases in the Netherlands.","PLoS One","https://pubmed-ncbi-nlm-nih-gov.eur.idm.oclc.org/27097024/"
"177","van Lier et al",2007,"The burden of infectious diseases in Europe: a pilot study","To test the potential use of the disease burden concept in the field of infectious diseases, including data quality and availability; to recommend future studies; and to stimulate a debate","RIVM","https://www.rivm.nl/bibliotheek/rapporten/215011001.pdf"
"178","van Sighem et al",2010,"Life expectancy of recently diagnosed asymptomatic HIV-infected patients approaches that of uninfected individuals","To compare life expectancies between recently diagnosed HIV-infected patients and age and sex-matched uninfected individuals from the general population.","AIDS","https://pubmed-ncbi-nlm-nih-gov.eur.idm.oclc.org/20467289/"
"179","Verhoef et al",2013,"The estimated disease burden of norovirus in the Netherlands","Noroviruses are an important cause of acute gastroenteritis in humans. We incorporated new insights gained over the past decade in an updated estimate of the disease burden of (foodborne) norovirus illness in The Netherlands in 2009. The disease outcomes – non-consulting cases, visiting a general practitioner, hospitalization and mortality – and the foodborne proportion were derived from cohort studies, surveillance data and literature. Age-specific incidence estimates were applied to the population age distribution in The Netherlands in 2009. The general population incidence was 3800/100 000 (95% CI 2670–5460), including 0. 4 fatal cases/100 000, resulting in 1622/100 000 (95% CI 966–2650) disability-adjusted life-years in a population of 16. 5 million. The updated burden of norovirus is over twofold higher than previously estimated, due in particular to the new insights in case-fatality ratios. Results suggest that the burden of norovirus institutional outbreaks is relatively small compared to the burden of community-acquired norovirus infections","Epidemiol Infect","https://www-cambridge-org.eur.idm.oclc.org/core/journals/epidemiology-and-infection/article/estimated-disease-burden-of-norovirus-in-the-netherlands/F2BCF6D351EAD17256DEF4C05D188A67"
"180","Vijgen et al",2007,"Disease burden and related costs of cryptosporidiosis and giardiasis in the Netherlands","De parasieten Giardia lamblia en Cryptosporidium spp. veroorzaken bij mensen darminfecties met diarree en buikgriep als gevolg. De ziektelast en de kosten van giardiasis zijn groter dan die van cryptosporidiosis. Beide parasitaire ziekten veroorzaken echter minder schade dan bijvoorbeeld de bacterie Campylobacter.","RIVM","https://www.rivm.nl/publicaties/disease-burden-and-related-costs-of-cryptosporidiosis-and-giardiasis-in-netherlands"
"181","Vlajinac et al",2008,"Years of life lost due to premature death in Serbia (excluding Kosovo and Metohia)","To provide an assessment of the mortality burden in Serbia (excluding Kosovo and Metohia)","Public Health","http://www.embase.com/search/results?subaction=viewrecord&from=export&id=L351258921"
"182","Vos et al",2015,"Global, regional, and national incidence, prevalence, and years lived with disability for 301 acute and chronic diseases and injuries in 188 countries, 1990–2013: a systematic analysis for the Global Burden of Disease Study 2013","To report incidence for acute sequelae, prevalence for chronic sequelae, total prevalence by cause, in addition to YLDs for all causes.","The Lancet","https://pdf.sciencedirectassets.com/271074/1-s2.0-S0140673615X61563/1-s2.0-S0140673615606924/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJT%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaCXVzLWVhc3QtMSJHMEUCIQDxNnrJw0A3YFlg7YajZuIKYFx3YjXrzAwQRTcYVIgxqwIgMwCKjc1eRbXPXzoW3njK0ndjZxUL%2FS2I%2FNibETky%2FwsqvQMI3f%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARADGgwwNTkwMDM1NDY4NjUiDEitkhr4QSCGD77tyCqRA%2BVP91QRotEJa2Ts2kfNG8Yv3YCzw3p%2FGT92t9y5UQpYpT6NUvaQKNiLkeqpsDNapapAkw2ubQeOkF4eEuzipxU0k%2BNxWHKBwcAv266Yvi4LWH%2FrJhz0Kj6sJqblrIoSqSkboNEsoxCetE70OnjXxaXaMPEC7qMYuowv%2BYp03NQaBzsr3zFWuBhEh04ak6kZiEmNpvF3BiafuI348LWNYbcyNvnkgcS2phO3RNyoUmlPVAqbvIGqhUrYyx369X8Un26x5TEYXQOTQ62HaktRfDsfx9tw3Jnn1eY0Zbc3h39MrMJDfG1Pb9vyZGIPwSpTPDu7M7oJw6BC7KuN1%2FKuIMt%2Fcmz0bWOHOJMTQEAP8V%2FC6bcB8tsWW3PzPVXS27Y9HAUNi%2Fot9z2mGWSLWdcASK8ci5K8xCOWnBrjlg6JO2S9BrXz%2BXt6B9R%2BKNrNLSyHMKrnFFQH1WlftIGjfWfm5P3GPb%2Br5AIjOTHqQzgwdy9EjahIXpnNuTQFWF%2Bzp%2F77tRetvkbwHjVKKPzd9TKLYVTsMPSh1%2FwFOusBLlM1UocTDkhV7YYK3ps%2FREVGWViB%2Btnxos4OzFj4Uy6BOqUZZtVahyG1lJMZqM%2BRJ9%2BN4jeXiwEcV8YImDloVJv5Rj8AiixIZFaYiv619CO8crqHNzZwRtc9L7B%2BHXfbZjcmdglOrsgyya%2FTgyh0b%2BPMXQbCKKRUt4sW0XkAdtCnkzm5Vn7G1fjt6IJP1oNlZpTj19ES2wx4tNRgisRhxK7%2BYmIS0TlJDknj8Qd7qCxJISLkSgnPhJNeB2hFBB3YViwLl8shxWQ6zEK99IkaoS0Btaldg8tO9O6LHvNO24UikM9CjyrrHsE5jw%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20201025T194838Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY4CO3HUUV%2F20201025%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=3371d01d81e0124c74cd1f86b6bcf51823a000b555b63bf9da5b2c29563bdc4a&hash=eb553c93ebb729bb9f310c757d4b52d89fd5b33302c3360ac3218b3608cc2a9b&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0140673615606924&tid=spdf-79176332-5a7e-4e23-b2ee-4be138e5bb39&sid=89d0c99e3ea6c048fe48a057f9e628ed5c54gxrqb&type=client"
"183","WHO",2008,"The global burden of disease: 2004 update","A response to the need for comprehensive, consistent and comparable information on diseases and injuries at global and regional level. The global burden of disease: 2004 update is a comprehensive assessment of the health of the world's population. It provides detailed global and regional estimates of premature mortality, disability and loss of health for 135 causes by age and sex, drawing on extensive WHO databases and on information provided by Member States.","WHO","https://www.who.int/healthinfo/global_burden_disease/2004_report_update/en/"
"184","Wielders et al",2012,"The burden of 2009 pandemic influenza A(H1N1) in the Netherlands","To guide future policy and control, these estimates are necessary. This study uses burden of disease measurements to assess the contribution of the pandemic influenza A(H1N1) virus to the overall burden of disease in the Netherlands.","Eur J Public Health","https://pubmed.ncbi.nlm.nih.gov/21183472/"
"185","Zunt et al",2018,"Global, regional, and national burden of meningitis, 1990–2016: a systematic analysis for the Global Burden of Disease Study 2016","To provide a comprehensive assessment of the levels and trends of global meningitis burden that could help to guide introduction, continuation, and ongoing development of vaccines and treatment programmes.","Lancet Neurology","https://www.thelancet.com/journals/laneur/article/PIIS1474-4422(18)30387-9/fulltext"
